Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
Iceland,ISL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23938.4742,24767.07428,26868.1115,28720.91297,29557.54183,29782.87381,31885.45107,32607.10588,32701.04895,35617.2136,37322.73993,39700.08171,41472.84494,43728.11406,41862.95993,39768.41696,40936.86783,42004.44761,44409.66895,45996.96875,49201.0641,53480.39719,55638.49206,57197.76762,60523.81794,55631.17261,61481.3795,71840.12545,,
Israel,ISR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20491.73272,21538.29907,22169.02615,22819.23836,23319.96677,25693.17112,25743.21341,26044.74349,24657.92633,26057.11904,25625.03904,26327.40066,28169.59223,27994.90107,27908.50205,29294.21917,31161.72418,32322.69352,34740.40169,34740.31091,35864.273,38208.35624,39448.13915,40231.90526,41513.45151,41204.47771,46126.64231,52133.60932,,
Italy,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18624.9518,19537.50219,20135.76514,20424.76861,21305.30135,22379.64206,23050.91448,23871.41571,25020.90888,25602.38947,27075.85055,28042.01265,28736.57711,29198.53941,29555.55647,30130.64446,32453.3865,34148.964,35523.27131,34601.91003,35152.39464,36598.01497,36486.29679,36314.6971,36194.87392,36899.38521,39926.95466,41581.12079,43036.24378,46470.03733,44202.23558,49912.83903,55442.07843,,
Jamaica,JAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4816.160377,5176.996263,5348.169457,5930.864672,6079.211955,6288.772323,6337.231418,6317.966997,6187.579073,6292.395288,6451.899649,6652.370572,6857.452873,7214.214656,7469.314226,7735.114232,8165.919733,8470.290267,8530.609009,8178.963348,8122.350005,8396.881317,8411.763919,8663.099548,8761.684647,9011.58697,9423.471276,9846.041407,10064.76638,10117.56417,9024.006603,9610.989337,10826.06283,,
Jordan,JOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4492.037726,4479.531892,4967.408994,5041.029811,5148.940007,5357.436777,5387.537911,5512.266673,5610.955786,5756.493028,6008.923974,6333.894482,6659.910168,6915.90387,7520.004934,8171.836442,8510.710973,8874.170313,9464.339703,9785.721106,9912.172408,10133.77152,10245.27512,10195.4876,9285.876067,9014.7599,8784.496307,9282.608086,9044.508027,9405.42016,9523.548171,9115.019511,9871.847226,,
Japan,JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19912.51661,21227.67505,21825.79882,22168.56029,22823.44171,23859.06605,25000.53392,25620.0681,25509.8996,25735.97109,27287.27019,27942.34665,28623.58845,29392.24899,30830.65845,32169.86749,33634.63171,35015.98657,35273.79115,33547.28342,35335.37351,36214.43977,37605.97426,39402.0251,39555.41201,40898.80697,40596.96866,41444.21574,42141.9353,42678.15114,42381.38578,44291.98528,46850.08685,,
Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8261.674223,7553.627384,7321.9169,6830.161598,6185.742922,5918.374353,6149.413066,6462.952863,6523.298279,6859.037588,7725.002523,8980.674385,10014.05069,11123.89013,12432.36623,13941.50088,15742.06403,17406.16112,17985.38574,17958.31266,19227.1844,20779.44425,22021.28149,24480.54099,24689.81552,23178.2224,23760.001,24789.30137,25997.28609,29767.628,30164.60352,34233.47322,36619.56888,,
Kenya,KEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1708.987304,1735.54908,1708.237557,1704.030501,1735.530459,1798.747623,1856.701691,1847.609122,1878.673128,1895.228033,1893.76402,1949.66935,1931.39493,1967.994184,2061.41531,2185.602662,2328.560704,2480.651588,2459.727742,2482.750986,2639.634774,2758.24151,2857.851916,3119.877367,3375.584568,3696.936075,3936.689762,4198.553356,4433.975323,4710.50374,4813.92014,5360.361903,5902.075275,,
Kyrgyz Republic,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2543.528925,2381.392659,2074.544389,1794.888824,1465.531849,1401.051231,1505.332932,1658.752561,1686.936746,1747.092619,1861.621661,1985.930219,1998.107104,2158.041983,2343.15794,2385.338014,2508.128874,2769.433362,3030.752903,3100.556976,3085.990191,3297.366837,3617.401104,4041.220217,4279.1668,4211.342273,4676.333887,5040.429587,4869.588492,5414.327153,5294.015747,5802.388972,6413.389031,,
Cambodia,KHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098.755626,704.571879,770.0840719,810.8944958,839.243575,870.339453,975.5210426,1077.41477,1170.276239,1244.16096,1352.309266,1505.284011,1727.637369,1938.931468,2156.770173,2306.693651,2288.718256,2418.836055,2605.489544,2855.491165,3025.421459,3158.53082,3354.610833,3631.128525,3873.636032,4228.760962,4620.963392,4504.24716,4668.23778,5202.663005,,
Kiribati,KIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1207.833907,1224.427427,1242.412746,1263.587075,1293.668005,1301.067549,1325.370067,1346.698493,1425.840384,1399.484532,1494.327548,1477.169517,1525.516783,1554.829981,1539.183515,1633.128285,1650.425876,1697.050456,1661.369986,1653.162893,1623.667104,1657.817006,1747.778217,1824.712697,1811.689674,1980.668736,1960.613473,1970.825881,2088.458928,2046.81068,2003.323401,2215.729789,2365.509923,,
St. Kitts and Nevis,KNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8937.572394,9088.54968,9607.660286,10365.76048,11001.36302,11683.96551,12433.2349,13337.70813,13247.98914,13683.19381,15183.0774,16154.19613,16530.41955,16135.38047,17175.53803,19377.89555,20539.63271,21157.7732,23902.37003,23178.76256,23409.71618,24191.56901,23139.11555,24274.26871,26392.91646,26476.6632,27808.36537,29161.93958,30300.73141,31944.49323,26883.57772,26419.42466,30747.98773,,
"Korea, Rep.",KOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8355.332774,9474.642596,10184.85566,11030.71195,12187.25497,13502.58274,14694.09624,15721.70566,14974.65957,16807.12948,18538.83553,19724.42595,21396.83775,22095.87083,23773.82865,25186.86757,26884.26733,29064.91808,29946.07749,29508.38151,31736.62844,32546.75365,33557.12872,34244.31214,35324.49767,37902.4004,39575.45428,40957.41806,43044.29176,43865.04164,45142.76345,48594.58266,51666.37594,,
Kuwait,KWT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36475.01922,49032.71845,54719.50599,58081.50834,57822.70257,58284.82061,59149.12125,57093.332,59312.09372,59045.26976,60092.76112,70043.63501,77375.44305,85033.20517,89139.78191,91484.73035,90355.24368,80128.44922,75193.7119,78780.72849,80698.11041,73891.33,66597.8013,44408.36263,41407.14295,46903.1778,51281.38448,49037.35387,39920.03294,48129.9883,55837.18235,,
Latin America & Caribbean (excluding high income),LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6179.69736,6463.80969,6648.626053,6835.752013,7228.851542,7313.965103,7596.185638,7997.605048,8174.019581,8199.447967,8571.012319,8665.965895,8750.056446,9030.215415,9634.477505,10213.59743,11022.69761,11780.72966,12416.86179,12212.8153,13039.08201,13899.5876,14173.19531,14628.96155,14930.35263,14705.07714,14928.54133,15524.15416,16170.40448,16522.70047,15874.86732,17696.7537,19735.05439,,
Lao PDR,LAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011.338259,1060.287519,1113.652827,1175.451058,1265.379442,1349.221494,1435.188177,1527.965343,1576.958876,1686.09558,1793.783279,1908.464249,2021.288797,2154.35086,2320.560669,2526.295551,2784.178246,3028.391352,3276.725191,3491.586041,3778.153906,4106.342233,4788.421229,5230.017835,5808.658644,6098.823316,6760.074125,7162.552781,7511.141758,7770.686247,7942.722599,8111.056067,8793.532671,,
Lebanon,LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2991.289142,4529.528951,5280.99245,5873.100431,6369.050518,6796.963156,7560.120503,7632.920541,7865.381474,7801.31174,7952.956237,8312.480848,8618.182587,8954.791525,9659.287463,10079.38341,10379.65849,11435.26843,12508.68577,13698.93403,14835.37258,15125.82295,16300.05,16501.16961,16326.74179,17241.76945,19135.60925,21138.40533,21381.8118,21029.65026,15581.76289,11860.05863,,,
Liberia,LBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976.243155,997.6095409,1024.164077,723.7371555,753.5311008,782.1647036,823.4873833,881.1619143,923.7983727,948.6200975,989.4691765,1050.725084,1167.984706,1373.316539,1432.867432,1354.121558,1506.015052,1683.096433,1820.095679,1921.786089,1607.705306,1556.945475,1710.704178,,
Libya,LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20391.95156,21215.23016,20821.52394,20441.85823,22974.88456,24016.25062,26995.69396,28965.95709,30960.40712,30839.5002,29056.50614,30257.01128,16091.43599,28240.33648,22279.74866,18455.64245,18885.07643,17905.77794,19044.87675,19961.34605,17135.5901,11587.86966,15133.84741,15818.00908,,
St. Lucia,LCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6733.155008,6891.741409,7497.555574,7607.036342,7790.604276,7998.089919,8294.311088,8298.735031,8840.040305,9122.545528,9260.97146,9084.575634,9195.585891,9702.130324,10609.03588,10821.24957,11769.09937,12214.73411,12983.14766,12613.5252,12713.80972,13444.3468,13401.72712,13959.5108,14349.05845,14291.26187,15215.01264,16041.81685,17315.20724,18677.1804,15870.33403,19935.94262,24699.87534,,
Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6278.243633,6603.278272,6833.389429,7029.822265,7395.587075,7525.011168,7808.161784,8235.232025,8417.199035,8418.053086,8799.207919,8931.953886,8969.273707,9208.098873,9900.437076,10530.65072,11436.18751,12242.36654,12862.32902,12630.0522,13423.16583,14313.71665,14624.83863,15100.60972,15418.17768,15216.54279,15473.50511,16107.00126,16784.89345,17190.09548,16525.4376,18476.02971,20604.9667,,
Least developed countries: UN classification,LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945.5109619,974.3016468,982.9992769,985.5571547,991.0813303,1044.184918,1095.816865,1149.428491,1180.448522,1219.286604,1273.335251,1340.042449,1391.888078,1457.993427,1555.768444,1683.543937,1814.317179,1956.225537,2075.549566,2131.55591,2239.19002,2316.136395,2377.527895,2503.154782,2662.573845,2724.528817,2852.156109,2977.379135,3197.899884,3400.472936,3438.140652,3645.71802,4009.53938,,
Low income,LIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.7739476,789.4378241,782.9282195,789.6330377,793.3559656,828.0960786,865.0391796,917.0727477,934.5394322,954.107681,983.4151082,1033.031936,1059.311016,1101.130888,1165.428104,1245.840908,1324.146081,1405.136233,1470.712308,1493.014227,1572.420772,1579.741886,1498.19876,1569.373578,1704.456725,1774.674226,1876.460818,1927.822109,1995.67963,2082.904691,2066.271861,2127.32074,2314.947581,,
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2402.109356,2565.883082,2707.515492,2929.505901,3126.964963,3337.400115,3499.744707,3762.135642,3959.264322,4163.142899,4487.442413,4483.270409,4686.491566,5012.386524,5375.052599,5834.70903,6411.820695,6959.844283,7438.70424,7676.830282,8316.305196,9140.504317,10323.44265,10961.48433,11465.95138,12017.03272,12946.40814,13576.41704,14178.02254,14112.9525,12961.81424,14306.23522,14099.46374,,
Lower middle income,LMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969.624862,2027.525492,2077.871116,2093.347893,2123.299835,2210.239368,2329.352121,2399.5352,2480.159095,2594.541469,2720.796873,2847.624263,2977.597884,3182.335688,3431.401945,3697.338729,4000.602476,4326.274908,4503.000011,4665.342581,4953.34462,5201.204666,5476.694762,5677.144881,5839.25745,5953.380918,6234.866369,6543.163888,7002.146046,7369.12435,7347.573734,8082.53806,8986.593418,,
Low & middle income,LMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2531.308567,2624.194741,2691.216204,2781.610018,2876.432437,3009.278319,3179.139433,3338.147293,3363.717829,3495.025059,3729.605559,3903.829136,4093.829368,4366.56337,4759.461799,5196.986715,5763.835746,6339.062785,6806.929075,6998.093508,7525.59597,8064.670988,8536.336004,8935.92662,9216.40938,9299.926975,9627.884676,10110.88896,10783.5701,11364.1292,11357.30966,12702.86995,14020.54258,,
Lesotho,LSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.5308456,835.6979568,899.9376394,939.9627018,1004.043572,1046.001852,1112.678587,1163.383701,1186.711202,1203.946539,1276.131851,1350.787209,1383.1108,1478.051998,1549.35851,1659.985733,1784.172668,1902.694888,2034.450882,2007.576085,2124.410221,2252.036207,2268.784986,2516.924666,2751.203047,3014.721737,2947.363149,2601.894688,2615.025922,2518.890814,2555.681684,2456.312215,2630.468412,,
Late-demographic dividend,LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2881.939677,2976.861673,3037.390186,3215.83845,3403.495416,3636.430403,3858.529143,4092.244524,4203.748464,4413.465958,4797.10154,5121.746513,5497.502559,5976.060855,6596.364268,7305.352655,8316.500147,9351.154142,10290.41317,10674.9796,11609.38033,12681.663,13561.19772,14323.9755,14859.61777,14943.63219,15463.72157,16370.98011,17698.94976,18975.37045,19241.25851,21878.54364,24104.40922,,
Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5926.476008,6383.334553,7068.236464,7762.505058,7820.701013,8446.927678,9438.823339,10480.6961,12068.39106,13030.8325,14510.59678,16483.85036,19098.86534,20721.13933,18116.22853,20093.34539,22884.87559,24703.7404,26721.70022,28184.2813,28834.55702,30925.24138,33761.9475,36376.52788,40577.80374,41168.21498,46410.06764,50968.93939,,
Luxembourg,LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29929.05216,33168.42879,34085.82383,35874.70476,37526.26191,38319.76301,39707.46153,42477.73983,44267.17686,49844.67696,55124.29225,56141.77517,58575.67927,60199.8508,64694.43342,68787.85475,78878.02752,85129.18882,90970.7212,86873.25624,90346.06883,94475.03023,96636.42664,100925.012,105296.2846,107859.686,113365.1761,114985.8422,116498.5121,121403.8237,122114.1016,137947.3439,146457.0205,,
Latvia,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5513.884142,5806.898148,6486.270763,7068.155036,7405.827073,8040.509048,9047.208639,10081.19186,11061.61538,12279.01532,13913.85175,15859.31539,18240.67124,19573.25741,17023.29759,17703.9136,19248.45801,21290.50165,22639.15903,23815.6086,24972.83628,26721.8365,28673.62257,30877.04193,33294.50779,33733.06513,36777.89285,41624.65676,,
"Macao SAR, China",MAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26719.80643,27673.19712,31208.5045,32868.70429,34272.16553,35427.52169,35244.76271,35109.59892,33309.33293,32459.58057,34584.17859,35786.05135,38654.18102,42781.18966,54107.9225,58695.53874,66798.00847,76482.42554,78504.58031,77954.2318,96181.94576,116537.5378,129705.1215,149421.5927,149325.1718,113813.739,112351.2772,122838.3828,131302.8263,127747.2191,57992.21334,73734.08161,61230.96247,,
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2754.775635,3002.130859,2957.022705,2957.149658,3289.469971,3128.861572,3526.248535,3478.62915,3717.62793,3780.349854,3912.095703,4251.728027,4420.754883,4726.597656,5010.852051,5261.407715,5768.400391,6047.793457,6429.329102,6625.4375,6847.389648,7275.17041,7307.213379,7537.413086,7227.012695,7781.691895,7833.415527,8095.368164,7780.991699,8024.405273,7681.835449,8581.330078,9205.30957,,
Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3145.67149,3021.052467,3135.339358,2964.397328,2909.481652,3044.295219,3310.161637,3632.370267,3959.661395,4377.654503,4865.373781,5270.871478,5588.652678,6151.813552,5827.122121,6322.158233,6832.941565,7254.66249,8232.523805,8643.064314,9197.618382,10325.84049,11252.11355,11868.19555,13413.22329,13527.44131,15682.07033,16301.71957,,
Madagascar,MDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1182.673482,1111.650649,1115.95467,1130.852967,1118.768084,1125.140063,1133.773703,1158.58193,1179.832198,1214.463598,1258.486875,1323.539672,1143.025798,1242.643909,1304.338315,1368.618453,1444.122595,1522.628123,1608.48065,1509.961524,1494.130237,1506.468,1495.239816,1505.961248,1532.781071,1531.287879,1598.136676,1583.459199,1583.948284,1652.49342,1528.782411,1642.304162,1781.777771,,
Maldives,MDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6190.523256,6654.104367,7195.506026,7685.973876,8147.235792,8517.606398,8225.776094,8809.1074,10048.22831,10740.70041,9677.85249,12041.91876,12811.30876,13732.91666,12251.45343,12786.87317,13684.59928,13948.66218,15223.84524,16580.75209,17570.27406,18317.30447,19175.61673,21154.52549,22309.79747,13103.8505,18865.7193,22899.99402,,
Middle East & North Africa,MEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7718.772401,8447.683661,8790.673536,8952.028382,9119.215803,9339.299676,9774.664788,10072.01683,10450.84323,10596.96304,11335.34348,11539.59551,11706.77381,12261.61038,13336.59387,14086.63578,14963.21623,15783.71676,16382.53861,16206.48513,16841.90837,17503.96828,17995.08718,17832.22198,17509.18651,15839.5916,15630.01411,16350.62712,17269.05772,17143.80134,16159.25861,17682.7059,19773.47215,,
Mexico,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8693.60062,9196.447191,9587.179644,9145.72492,9567.526941,9021.741362,9585.912152,10274.0927,10847.92219,11119.93564,11794.3236,11821.96597,11835.49293,12130.85274,12712.40873,13306.65639,14591.58416,15097.2879,15779.19037,15322.63333,16063.16633,17432.1475,18170.02464,18333.37438,18983.77899,19217.85879,20225.71024,20582.25237,21015.92576,21095.73542,19471.50237,21123.67183,23900.37992,,
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.331702,2043.768706,2194.741345,2336.503284,2481.240297,2694.727058,2421.42131,2268.318681,2240.562442,2215.695287,2280.057047,2481.919911,2610.925877,2619.57733,2730.187092,2871.223413,2973.376597,3167.991979,2994.17342,3137.807836,3359.576293,3450.782018,3520.361064,3772.830863,3869.187154,4071.465555,4294.40396,4649.23115,5161.477884,5961.747684,6045.39308,6594.299535,7092.027364,,
Middle income,MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2661.227703,2760.529037,2834.586558,2933.378423,3036.977278,3179.562221,3362.264143,3532.365568,3561.183262,3704.223089,3958.231046,4146.052291,4353.980983,4651.300413,5077.713513,5552.493358,6170.174517,6798.527364,7312.116684,7527.985046,8108.014083,8708.961572,9245.243017,9687.629447,9994.118443,10090.59127,10455.50388,10997.96231,11751.50034,12404.72217,12418.32779,13931.03026,15407.05242,,
North Macedonia,MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5397.520102,5254.968798,5068.30646,4851.70415,4903.63307,4946.89105,5070.93697,5225.735725,5448.052713,5724.447332,6152.588984,6051.718542,6519.189222,6595.830988,7172.180765,7848.882967,8690.200352,9353.009075,10521.93287,11009.65167,11359.08809,11689.8907,11915.65394,12727.36423,13434.84875,13888.2013,15137.92874,15706.43169,16796.33413,18270.75537,17877.91257,19902.81983,21304.46201,,
Mali,MLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.8742799,859.4892712,833.7303478,862.4175089,894.8059508,902.5330108,963.4330084,1004.82177,1066.189184,1111.812476,1103.743264,1263.397245,1282.120839,1381.625913,1394.539676,1482.437505,1547.418173,1591.33496,1644.359014,1678.881691,1732.130848,1766.843104,1718.454356,1778.1651,1886.423615,2011.57451,2176.565352,2244.560721,2307.166833,2437.558036,2351.289606,2399.461535,2582.934839,,
Malta,MLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8321.816246,8898.419672,9430.347314,9986.207185,10675.52422,11510.1492,12164.20858,13448.4304,14165.33061,15110.43302,18357.83631,18516.14071,19979.8598,20930.59838,21545.92202,22306.59117,23320.89512,25064.82925,26523.62017,26648.75305,28717.78464,28973.1667,30243.81127,32295.84783,34344.10023,37454.93573,39705.70063,43493.42626,45874.4648,50291.10789,46477.06577,53387.23784,58546.92442,,
Myanmar,MMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.9577475,443.3984934,490.5951936,525.5398308,569.4229483,613.882056,657.0734221,697.3680101,737.4608321,820.0276217,943.4757356,1063.047656,1197.3348,1376.841726,1591.532366,1849.087669,2139.085746,2442.185009,2728.29668,3017.73112,3322.80185,3552.469936,3816.000063,4112.077289,4346.700856,4428.363102,4425.452133,4671.022595,5539.547526,6055.416906,5697.288038,5138.88725,5682.525231,,
Middle East & North Africa (excluding high income),MNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4672.289668,5028.402176,5257.929098,5352.221321,5427.021495,5574.517309,5919.118564,6122.642599,6475.738293,6752.424411,7207.862559,7427.708022,7658.943303,7826.335048,8507.723183,8973.380711,9541.41889,10207.94841,10555.29171,10662.61308,11133.04627,11142.00758,11370.44504,11240.05028,10922.4732,10292.08813,10379.16449,10842.71493,11323.48682,11277.28723,11400.62043,12086.95003,13348.81333,,
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6002.556105,6772.323321,7237.95489,7341.264913,7842.4759,8313.63308,10458.70146,12462.15672,13816.61103,13021.74465,13633.66396,14472.42313,13863.87529,14870.16466,15371.17376,16332.75725,18199.28411,19682.27453,21513.36421,24140.67272,21004.74413,24511.26207,28324.56869,,
Mongolia,MNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3378.01154,3132.639622,2860.107539,2792.892647,2873.922768,3082.675032,3172.927328,3318.584391,3434.314617,3555.144439,3643.610538,3802.166584,4008.493374,4335.971196,4883.732579,5357.262066,5944.022326,6667.241007,7320.552883,7184.470916,7631.145921,8998.687722,10323.88686,10640.05666,11126.62217,10677.41654,10717.13462,11285.58228,12489.54616,13753.31325,13829.80256,14951.13657,16559.02768,,
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.3627026,310.045895,287.6610757,317.7426773,329.0605481,328.0893724,358.6825812,397.0580669,432.6491697,478.8584944,481.5007917,541.8341182,588.1741165,626.5891282,678.2534549,724.6640026,800.2766569,862.1348856,914.8143239,949.5714646,996.8694658,1058.669323,1069.297846,1104.926037,1154.624788,1303.371539,1361.212187,1264.653062,1307.330578,1370.398691,1393.756814,1440.459763,1565.545329,,
Mauritania,MRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.222248,2057.743545,2062.98656,2146.439246,2053.460313,2239.376781,2364.90961,2256.852738,2284.746805,2337.786934,2233.672512,2210.918101,2228.087557,2377.552372,2502.035022,2740.365814,3268.10478,3214.909111,3185.093323,3122.428174,3150.911005,3250.965864,3448.701448,3822.20275,3870.513112,3997.507734,4722.882247,5418.158365,5514.373062,5717.44904,5870.299805,5988.203551,6644.073879,,
Mauritius,MUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5007.610275,5348.528641,5750.526465,6113.10145,6411.491678,6768.154124,7203.146095,7647.74212,8117.612309,8340.238581,9138.577107,9581.278198,9819.339812,10529.97923,11210.31537,11697.89933,12586.73424,13605.10319,14560.24865,15099.20314,15911.6331,16877.46517,17249.89328,18225.23757,19066.44305,20011.33331,21670.4566,22595.72908,23068.24097,24027.11893,21326.2244,22737.57294,26579.8517,,
Malawi,MWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.8773268,732.8141681,675.063659,747.5614465,693.8233488,828.4265611,887.9577903,919.4979605,946.2841092,967.0532704,981.6990038,931.5262556,938.8032371,986.5483575,1040.117478,1077.896281,1131.218037,1237.735946,1319.334201,1397.176711,1468.095208,1528.11656,1476.100989,1571.436944,1518.66973,1415.231394,1422.280238,1392.470808,1375.89008,1458.679469,1562.887546,1731.767775,1823.545151,,
Malaysia,MYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7010.26814,7718.632725,8359.694394,9146.264905,9921.600848,10822.43543,11799.40225,12542.25056,11447.56877,12013.97315,13038.53479,13061.26049,13632.53502,14351.41497,15367.4434,16314.30914,17364.50238,18549.02712,19408.67053,18860.48072,20146.96162,21308.21578,22640.53968,23191.21893,24377.74019,24655.83171,25496.97513,26729.38474,28232.52351,29495.40352,28045.38736,30456.0929,35040.21095,,
North America,NAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23525.67405,23933.76054,24943.95674,25897.99848,27194.62455,28177.39963,29384.30324,30849.07089,32212.67529,33862.62611,35650.12322,36460.32577,37310.27144,38792.38218,40962.00099,43360.92832,45501.79534,47221.5147,47767.80731,46376.8032,47808.0293,49236.05772,50842.19568,52395.92469,54188.33139,55554.82633,56725.24357,58741.25414,61520.73939,63625.18134,61974.6975,68717.63708,74770.54804,,
Namibia,NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3875.941621,4191.519948,4450.416138,4340.955595,4369.652238,4499.749239,4600.289861,4752.741981,4842.293128,4955.170571,5126.589643,5197.381746,5437.066064,5698.276136,6487.933446,6778.632149,7392.815403,7901.464217,8156.669375,8116.32379,8579.840767,9061.271374,9481.204915,9910.385739,10684.80813,10885.84745,10708.80017,10483.08463,10556.80625,10410.13053,10254.79841,10823.17556,12282.42988,,
New Caledonia,NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.5727534,729.9673088,738.200376,734.5899848,740.0233948,748.8184852,738.0263805,737.2159338,792.6160101,775.1322482,756.755653,801.8455647,825.2389504,830.1828814,825.7364864,881.8535418,928.7961781,948.6949447,1004.08365,992.9138483,1051.090318,1057.839871,1154.176994,1129.638224,1151.966881,1161.206867,1175.150581,1191.335146,1254.011796,1389.164255,1458.939934,1538.470747,1769.08087,,
Nigeria,NGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2056.828791,2080.022802,2170.47583,2121.778071,2073.66925,2062.199221,2133.473433,2178.348393,2203.581774,2191.258739,2292.841832,2418.266344,2757.452332,2938.271484,3208.585866,3428.652416,3648.90381,3887.736752,4116.828423,4355.769088,4632.131313,4843.604555,4907.697163,5153.786041,5442.992611,5377.747836,5202.731561,5171.432645,5251.028231,5525.443784,5499.384691,5623.664078,6069.169937,,
Nicaragua,NIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.817416,1963.6765,1970.698516,1965.306136,2030.065322,2150.225764,2284.738854,2375.08283,2451.609655,2621.39013,2750.781425,2857.252496,2886.835154,2981.697476,3186.572767,3384.227933,3584.173159,3814.355692,3964.338081,3802.917864,3959.969226,4234.827082,4411.259457,4606.244082,4951.688675,5319.831888,5738.22174,6067.529539,5779.706999,5819.315185,6073.940566,6874.615506,7527.113282,,
